date,pub_count,close_mean,ret_1d,ret_fwd_5d,volume_sum,vol_4w,vol_growth,vol_z,pub_4w,pub_growth,pub_z,y_up_5d,top1,top2,top3,top4,top5,top1_count,top2_count,top3_count,top4_count,top5_count,total_publications,top1_share,top2_share,top3_share,top4_share,top5_share,top_list
2025-01-29,5,158.72,-0.0056383911790502,0.018649193548387,8747619,193802979.0,-0.1554934752078558,0.4653933151534162,565.0,0.25,-0.2725325786274965,1,Global Health Care Issues,Air Quality and Health Impacts,Energy and Environment Impacts,Fiscal Policy and Economic Growth,Global Health and Epidemiology,5.0,1.0,1.0,1.0,1.0,10,1.0,0.2,0.2,0.2,0.2,Global Health Care Issues|Air Quality and Health Impacts|Energy and Environment Impacts|Fiscal Policy and Economic Growth|Global Health and Epidemiology
2025-01-30,3,160.47333333333333,0.0110467069892472,-0.0015578912384196,8245963,194430312.0,-0.0573477194194214,0.264390725398094,551.0,-0.4,-0.3175945827020519,0,Global Health Care Issues,Climate Change and Health Impacts,Business and Economic Development,Global and Cross-Cultural Management,Sustainable Development and Environmental Policy,3.0,2.0,1.0,1.0,1.0,8,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,Global Health Care Issues|Climate Change and Health Impacts|Business and Economic Development|Global and Cross-Cultural Management|Sustainable Development and Environmental Policy
2025-01-31,10,159.89666666666668,-0.0035935357899545,-0.0042318997686006,9798860,196796170.0,0.188322091670797,0.8432924292787204,535.0,2.3333333333333335,-0.15246289691785261,0,Global Health Care Issues,Global Maternal and Child Health,Health disparities and outcomes,Healthcare Policy and Management,Healthcare Systems and Reforms,10.0,2.0,2.0,2.0,2.0,27,1.0,0.2,0.2,0.2,0.2,Global Health Care Issues|Global Maternal and Child Health|Health disparities and outcomes|Healthcare Policy and Management|Healthcare Systems and Reforms
2025-02-03,41,160.38,0.0030227855490003,-0.0086253481315209,13738774,200872506.0,0.4020788132497046,1.9462767903363332,160.0,3.0999999999999996,0.575332311047954,0,Global Health Care Issues,Health disparities and outcomes,Healthcare Systems and Reforms,Healthcare Policy and Management,"Health Systems, Economic Evaluations, Quality of Life",41.0,7.0,6.0,5.0,4.0,96,1.0,0.17073170731707318,0.14634146341463414,0.12195121951219512,0.0975609756097561,"Global Health Care Issues|Health disparities and outcomes|Healthcare Systems and Reforms|Healthcare Policy and Management|Health Systems, Economic Evaluations, Quality of Life"
2025-02-04,4,159.99333333333334,-0.0024109406825455,-0.0089170382099252,12464359,204502484.0,-0.0927604602856121,1.5924548214618135,156.0,-0.9024390243902439,-0.2989805619220935,0,Global Health Care Issues,Health disparities and outcomes,Employment and Welfare Studies,Healthcare Quality and Management,Healthcare Systems and Reforms,4.0,2.0,1.0,1.0,1.0,11,1.0,0.5,0.25,0.25,0.25,Global Health Care Issues|Health disparities and outcomes|Employment and Welfare Studies|Healthcare Quality and Management|Healthcare Systems and Reforms
2025-02-05,6,161.67999999999998,0.0105421059210799,-0.0204106877783274,10471017,205744872.0,-0.1599233462386633,1.0029278927492542,153.0,0.5,-0.2501896330296518,0,Global Health Care Issues,Aging and Gerontology Research,COVID-19 epidemiological studies,Climate Change and Health Impacts,"Insurance, Mortality, Demography, Risk Management",6.0,1.0,1.0,1.0,1.0,11,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,"Global Health Care Issues|Aging and Gerontology Research|COVID-19 epidemiological studies|Climate Change and Health Impacts|Insurance, Mortality, Demography, Risk Management"
2025-02-06,6,160.22333333333333,-0.0090095662213424,-0.0071358728441549,12937684,205292878.0,0.2355709096833669,1.6763966694163277,156.0,0.0,-0.2489667119624221,0,Global Health Care Issues,Healthcare Systems and Reforms,Climate Change and Health Impacts,Employment and Welfare Studies,"Energy, Environment, Economic Growth",6.0,2.0,1.0,1.0,1.0,16,1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,"Global Health Care Issues|Healthcare Systems and Reforms|Climate Change and Health Impacts|Employment and Welfare Studies|Energy, Environment, Economic Growth"
2025-02-07,5,159.22,-0.0062620924958911,-0.0109701461290457,11841818,208796152.0,-0.0847034136867155,1.36603091192602,156.0,-0.16666666666666663,-0.2716158074882519,0,Global Health Care Issues,"Retirement, Disability, and Employment",Child Nutrition and Water Access,Employment and Welfare Studies,"Financial Literacy, Pension, Retirement Analysis",5.0,3.0,1.0,1.0,1.0,14,1.0,0.6,0.2,0.2,0.2,"Global Health Care Issues|Retirement, Disability, and Employment|Child Nutrition and Water Access|Employment and Welfare Studies|Financial Literacy, Pension, Retirement Analysis"
2025-02-10,12,158.99666666666667,-0.0014026713561947,-0.0109855552527304,7939849,205614708.0,-0.3295075975665222,0.0524676471037387,154.0,1.4,-0.10251870890443968,0,Global Health Care Issues,Health disparities and outcomes,Healthcare Systems and Reforms,Healthcare Policy and Management,Employment and Welfare Studies,12.0,4.0,4.0,3.0,2.0,32,1.0,0.3333333333333333,0.3333333333333333,0.25,0.16666666666666666,Global Health Care Issues|Health disparities and outcomes|Healthcare Systems and Reforms|Healthcare Policy and Management|Employment and Welfare Studies
2025-02-11,3,158.5666666666667,-0.0027044592129812,0.0039100273281478,7035855,202476456.0,-0.1138553138730975,-0.3447491178929133,152.0,-0.75,-0.31873438702745105,1,Global Health Care Issues,"Economic, financial, and policy analysis","Energy, Environment, Economic Growth",Healthcare Policy and Management,"Insurance, Mortality, Demography, Risk Management",3.0,1.0,1.0,1.0,1.0,7,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"Global Health Care Issues|Economic, financial, and policy analysis|Energy, Environment, Economic Growth|Healthcare Policy and Management|Insurance, Mortality, Demography, Risk Management"
2025-02-12,5,158.38,-0.0011772125289049,0.010207517784232,8147226,199558947.0,0.1579582012420666,0.140616074798712,153.0,0.6666666666666667,-0.26885002831839594,1,Global Health Care Issues,Healthcare Policy and Management,"Cardiac, Anesthesia and Surgical Outcomes",Food Security and Health in Diverse Populations,Health disparities and outcomes,5.0,2.0,1.0,1.0,1.0,13,1.0,0.4,0.2,0.2,0.2,"Global Health Care Issues|Healthcare Policy and Management|Cardiac, Anesthesia and Surgical Outcomes|Food Security and Health in Diverse Populations|Health disparities and outcomes"
2025-02-13,7,159.08,0.0044197499684304,-0.0009848294359233,6616111,193851335.0,-0.1879308368271606,-0.5491198200890386,152.0,0.3999999999999999,-0.2190329918996729,0,Global Health Care Issues,Health disparities and outcomes,Child Nutrition and Water Access,Climate Change and Health Impacts,Global Maternal and Child Health,7.0,2.0,1.0,1.0,1.0,15,1.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,Global Health Care Issues|Health disparities and outcomes|Child Nutrition and Water Access|Climate Change and Health Impacts|Global Maternal and Child Health
2025-02-14,7,157.47333333333333,-0.0100997401726595,0.0158757038228694,5760041,190668565.0,-0.1293917227204924,-1.002841476739405,155.0,0.0,-0.21803246159720271,1,Global Health Care Issues,Healthcare Systems and Reforms,Employment and Welfare Studies,Family Support in Illness,Food Security and Health in Diverse Populations,7.0,3.0,1.0,1.0,1.0,17,1.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,Global Health Care Issues|Healthcare Systems and Reforms|Employment and Welfare Studies|Family Support in Illness|Food Security and Health in Diverse Populations
2025-02-18,21,157.25000000000003,-0.0014182295415094,0.0247376788553257,11812790,194266871.0,1.0508169993928864,1.3774622995486046,175.0,2.0,0.12594679863409244,1,Global Health Care Issues,Health disparities and outcomes,Healthcare Systems and Reforms,"Retirement, Disability, and Employment",Climate Change and Health Impacts,21.0,5.0,3.0,3.0,2.0,54,1.0,0.23809523809523808,0.14285714285714285,0.14285714285714285,0.09523809523809523,"Global Health Care Issues|Health disparities and outcomes|Healthcare Systems and Reforms|Retirement, Disability, and Employment|Climate Change and Health Impacts"
2025-02-19,9,159.18666666666667,0.0123158452570215,0.0058212580618142,6653175,192718024.0,-0.436782081117162,-0.5286017441126734,174.0,-0.5714285714285714,-0.1698992175035855,1,Global Health Care Issues,Healthcare Systems and Reforms,Economic and Financial Impacts of Cancer,Employment and Welfare Studies,Healthcare Policy and Management,9.0,3.0,1.0,1.0,1.0,16,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,Global Health Care Issues|Healthcare Systems and Reforms|Economic and Financial Impacts of Cancer|Employment and Welfare Studies|Healthcare Policy and Management
2025-02-20,7,159.99666666666667,0.0050883658597873,-0.0048751015646159,6607278,190512439.0,-0.0068985108613556,-0.5486312550235667,175.0,-0.2222222222222222,-0.2185648024645785,0,Global Health Care Issues,Business and Economic Development,Climate Change and Health Impacts,Health disparities and outcomes,Air Quality and Health Impacts,7.0,2.0,2.0,2.0,1.0,19,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,Global Health Care Issues|Business and Economic Development|Climate Change and Health Impacts|Health disparities and outcomes|Air Quality and Health Impacts
2025-02-21,8,158.92333333333332,-0.0067084730931895,0.0135075612979007,9233157,190800094.0,0.3974222062398465,0.5677748385162614,180.0,0.1428571428571428,-0.1927946381706346,1,Global Health Care Issues,"Insurance, Mortality, Demography, Risk Management",Child Nutrition and Water Access,Economic Growth and Productivity,Employment and Welfare Studies,8.0,2.0,1.0,1.0,1.0,22,1.0,0.25,0.125,0.125,0.125,"Global Health Care Issues|Insurance, Mortality, Demography, Risk Management|Child Nutrition and Water Access|Economic Growth and Productivity|Employment and Welfare Studies"
2025-02-24,12,159.97333333333333,0.0066069593304949,0.0084180696782796,7927076,189472337.0,-0.1414555173273887,0.0557683846189953,186.0,0.5,-0.0922953486407319,1,Global Health Care Issues,"Health Systems, Economic Evaluations, Quality of Life",Healthcare Systems and Reforms,Economic Growth and Productivity,Employment and Welfare Studies,12.0,2.0,2.0,1.0,1.0,29,1.0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,"Global Health Care Issues|Health Systems, Economic Evaluations, Quality of Life|Healthcare Systems and Reforms|Economic Growth and Productivity|Employment and Welfare Studies"
2025-02-25,6,161.14,0.0072928821470246,-0.0075503702784329,12547091,188884004.0,0.5828145207640245,1.579579558469273,181.0,-0.5,-0.2420271457252317,0,Global Health Care Issues,Healthcare Systems and Reforms,"Insurance, Mortality, Demography, Risk Management",Intergenerational Family Dynamics and Caregiving,Climate Change and Health Impacts,6.0,2.0,2.0,2.0,1.0,16,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,"Global Health Care Issues|Healthcare Systems and Reforms|Insurance, Mortality, Demography, Risk Management|Intergenerational Family Dynamics and Caregiving|Climate Change and Health Impacts"
2025-02-26,5,160.11333333333332,-0.0063712713582394,0.0090560852729317,6971924,185497667.0,-0.4443394090311451,-0.3858984607062919,182.0,-0.16666666666666663,-0.26608359541989746,1,Global Health Care Issues,"Health Systems, Economic Evaluations, Quality of Life",Child and Adolescent Health,Cystic Fibrosis Research Advances,Health disparities and outcomes,5.0,2.0,1.0,1.0,1.0,15,1.0,0.4,0.2,0.2,0.2,"Global Health Care Issues|Health Systems, Economic Evaluations, Quality of Life|Child and Adolescent Health|Cystic Fibrosis Research Advances|Health disparities and outcomes"
2025-02-27,7,159.21666666666667,-0.0056001998584335,0.0115565790851044,8090847,184840895.0,0.1604898446971023,0.113739034785058,184.0,0.3999999999999999,-0.21450244939706886,1,Global Health Care Issues,Healthcare Systems and Reforms,Blood Pressure and Hypertension Studies,Economic and Technological Developments in Russia,"Economic, Social, and Public Health Issues in Russia and Globally",7.0,2.0,1.0,1.0,1.0,17,1.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,"Global Health Care Issues|Healthcare Systems and Reforms|Blood Pressure and Hypertension Studies|Economic and Technological Developments in Russia|Economic, Social, and Public Health Issues in Russia and Globally"
2025-02-28,12,161.07000000000002,0.011640322411808,0.0002483392313901,9069292,185664224.0,0.120932332548125,0.4963710945400792,193.0,0.7142857142857142,-0.08698798566571495,1,Global Health Care Issues,Economic Theory and Policy,Economic and Technological Developments in Russia,Employment and Welfare Studies,Fiscal Policy and Economic Growth,12.0,1.0,1.0,1.0,1.0,25,1.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,Global Health Care Issues|Economic Theory and Policy|Economic and Technological Developments in Russia|Employment and Welfare Studies|Fiscal Policy and Economic Growth
2025-03-03,51,161.32,0.0015521201961878,-0.0129969418960244,9885815,185751179.0,0.0900316143751904,0.7829826653340796,234.0,3.25,0.9022427613654385,0,Global Health Care Issues,Healthcare Systems and Reforms,Health disparities and outcomes,Healthcare Policy and Management,Employment and Welfare Studies,51.0,13.0,5.0,5.0,4.0,118,1.0,0.2549019607843137,0.09803921568627451,0.09803921568627451,0.0784313725490196,Global Health Care Issues|Healthcare Systems and Reforms|Health disparities and outcomes|Healthcare Policy and Management|Employment and Welfare Studies
2025-03-04,3,159.92333333333332,-0.0086577403091164,-0.0144861079267148,11368152,183380557.0,0.1499458567654765,1.2436624972775627,196.0,-0.9411764705882353,-0.32295211994576933,0,Global Health Care Issues,Dialysis and Renal Disease Management,Global Maternal and Child Health,"Health Systems, Economic Evaluations, Quality of Life",Healthcare Systems and Reforms,3.0,1.0,1.0,1.0,1.0,7,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"Global Health Care Issues|Dialysis and Renal Disease Management|Global Maternal and Child Health|Health Systems, Economic Evaluations, Quality of Life|Healthcare Systems and Reforms"
2025-03-05,4,161.56333333333333,0.0102549138128686,-0.0334440570261403,8528090,179444288.0,-0.2498261810714706,0.2704050196544224,196.0,0.33333333333333326,-0.2960274090779282,0,Global Health Care Issues,Health disparities and outcomes,Air Quality and Health Impacts,Blood Pressure and Hypertension Studies,"Energy, Environment, Economic Growth",4.0,2.0,1.0,1.0,1.0,11,1.0,0.5,0.25,0.25,0.25,"Global Health Care Issues|Health disparities and outcomes|Air Quality and Health Impacts|Blood Pressure and Hypertension Studies|Energy, Environment, Economic Growth"
2025-03-06,8,161.0566666666667,-0.0031360250882005,-0.0365295858600493,7560791,176534062.0,-0.1134250459364288,-0.1324740564209445,198.0,1.0,-0.1862616439661711,0,Global Health Care Issues,Healthcare Systems and Reforms,Climate Change and Health Impacts,Employment and Welfare Studies,Global Maternal and Child Health,8.0,2.0,1.0,1.0,1.0,19,1.0,0.25,0.125,0.125,0.125,Global Health Care Issues|Healthcare Systems and Reforms|Climate Change and Health Impacts|Employment and Welfare Studies|Global Maternal and Child Health
2025-03-07,10,161.11,0.0003311463873998,-0.028448472058428,9011864,172608242.0,0.1919207924144443,0.4624485922301966,202.0,0.25,-0.13531009203869074,0,Global Health Care Issues,Employment and Welfare Studies,Healthcare Policy and Management,Healthcare Systems and Reforms,"Insurance, Mortality, Demography, Risk Management",10.0,2.0,2.0,2.0,2.0,24,1.0,0.2,0.2,0.2,0.2,"Global Health Care Issues|Employment and Welfare Studies|Healthcare Policy and Management|Healthcare Systems and Reforms|Insurance, Mortality, Demography, Risk Management"
2025-03-10,10,159.22333333333333,-0.0117104255891421,-0.0045638202106056,14170706,174937130.0,0.5724500502892631,1.954865543524944,207.0,0.0,-0.13593887611277172,0,Global Health Care Issues,Global Maternal and Child Health,"Health Systems, Economic Evaluations, Quality of Life","Insurance, Mortality, Demography, Risk Management",COVID-19 epidemiological studies,10.0,3.0,2.0,2.0,1.0,24,1.0,0.3,0.2,0.2,0.1,"Global Health Care Issues|Global Maternal and Child Health|Health Systems, Economic Evaluations, Quality of Life|Insurance, Mortality, Demography, Risk Management|COVID-19 epidemiological studies"
2025-03-11,8,157.60666666666663,-0.0101534532208429,0.0048855801362042,10428409,177425690.0,-0.2640868422504849,0.9205065555027678,203.0,-0.19999999999999996,-0.1864829248939665,1,Global Health Care Issues,Health disparities and outcomes,Healthcare Policy and Management,"Birth, Development, and Health",COVID-19 and healthcare impacts,8.0,2.0,2.0,1.0,1.0,23,1.0,0.25,0.25,0.125,0.125,"Global Health Care Issues|Health disparities and outcomes|Healthcare Policy and Management|Birth, Development, and Health|COVID-19 and healthcare impacts"
2025-03-12,5,156.16,-0.0091789687407469,0.0154755806010928,7608375,177998210.0,-0.2704184310377546,-0.133543004770686,205.0,-0.375,-0.2634247737334597,1,Global Health Care Issues,Healthcare Policy and Management,Cardiovascular Health and Risk Factors,"Health Systems, Economic Evaluations, Quality of Life","Health, psychology, and well-being",5.0,2.0,1.0,1.0,1.0,10,1.0,0.4,0.2,0.2,0.2,"Global Health Care Issues|Healthcare Policy and Management|Cardiovascular Health and Risk Factors|Health Systems, Economic Evaluations, Quality of Life|Health, psychology, and well-being"
2025-03-13,5,155.17333333333335,-0.0063183060109288,0.022211720226843,8571201,178422185.0,0.1265481788161073,0.2608238905335834,205.0,0.0,-0.26192678050211604,1,Global Health Care Issues,Healthcare Systems and Reforms,Asthma and respiratory diseases,Employment and Welfare Studies,Global Health and Epidemiology,5.0,3.0,1.0,1.0,1.0,12,1.0,0.6,0.2,0.2,0.2,Global Health Care Issues|Healthcare Systems and Reforms|Asthma and respiratory diseases|Employment and Welfare Studies|Global Health and Epidemiology
2025-03-14,3,156.52666666666667,0.0087214297989344,0.0108607691980067,7087055,178893129.0,-0.173154963930959,-0.3740570020915432,201.0,-0.4,-0.31132946209102536,1,Global Health Care Issues,Climate Change and Health Impacts,Global Maternal and Child Health,"Insurance, Mortality, Demography, Risk Management",,3.0,1.0,1.0,1.0,,6,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,"Global Health Care Issues|Climate Change and Health Impacts|Global Maternal and Child Health|Insurance, Mortality, Demography, Risk Management"
2025-03-17,11,158.49666666666667,0.0125857148941608,0.0056152600475298,6344422,179477510.0,-0.1047872494287119,-0.7526052834784508,205.0,2.6666666666666665,-0.10618155795719163,1,Global Health Care Issues,Health disparities and outcomes,Employment and Welfare Studies,Healthcare Systems and Reforms,Global Public Health Policies and Epidemiology,11.0,5.0,2.0,2.0,1.0,25,1.0,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.09090909090909091,Global Health Care Issues|Health disparities and outcomes|Employment and Welfare Studies|Healthcare Systems and Reforms|Global Public Health Policies and Epidemiology
2025-03-18,4,158.3766666666667,-0.0007571137142736,-0.0084187485530276,5816123,173480843.0,-0.0832698392383104,-1.0605839143524045,188.0,-0.6363636363636364,-0.2859712510169292,0,Global Health Care Issues,Climate Change and Health Impacts,Employment and Welfare Studies,"Energy, Environment, Economic Growth","Energy, Environment, and Transportation Policies",4.0,1.0,1.0,1.0,1.0,10,1.0,0.25,0.25,0.25,0.25,"Global Health Care Issues|Climate Change and Health Impacts|Employment and Welfare Studies|Energy, Environment, Economic Growth|Energy, Environment, and Transportation Policies"
2025-03-19,7,158.57666666666665,0.0012628122829541,-0.0143568831059632,6585866,173413534.0,0.1323464101429767,-0.65277467987291,186.0,0.75,-0.20537507938411098,0,Global Health Care Issues,Health disparities and outcomes,German Economic Analysis & Policies,"Health Systems, Economic Evaluations, Quality of Life",Healthcare Policy and Management,7.0,2.0,1.0,1.0,1.0,15,1.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,"Global Health Care Issues|Health disparities and outcomes|German Economic Analysis & Policies|Health Systems, Economic Evaluations, Quality of Life|Healthcare Policy and Management"
2025-03-20,8,158.62,0.0002732642465264,-0.0128609254822846,8534592,175340848.0,0.2958951791609485,0.2255513714082894,187.0,0.1428571428571428,-0.17897167693617252,0,Global Health Care Issues,"Health Systems, Economic Evaluations, Quality of Life",Health disparities and outcomes,Healthcare Policy and Management,COVID-19 and healthcare impacts,8.0,2.0,2.0,2.0,1.0,20,1.0,0.25,0.25,0.25,0.125,"Global Health Care Issues|Health Systems, Economic Evaluations, Quality of Life|Health disparities and outcomes|Healthcare Policy and Management|COVID-19 and healthcare impacts"
2025-03-21,7,158.22666666666666,-0.0024797209263229,-0.0145150417123115,7978048,174085739.0,-0.0652103814687333,-0.0059976740217286,186.0,-0.125,-0.20327843381019584,0,Global Health Care Issues,"Health Systems, Economic Evaluations, Quality of Life","Aging, Elder Care, and Social Issues",Chronic Disease Management Strategies,Employment and Welfare Studies,7.0,2.0,1.0,1.0,1.0,18,1.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,"Global Health Care Issues|Health Systems, Economic Evaluations, Quality of Life|Aging, Elder Care, and Social Issues|Chronic Disease Management Strategies|Employment and Welfare Studies"
2025-03-24,3,159.38666666666666,0.0073312547400352,-0.0136565166471472,6799617,172958280.0,-0.1477091890146562,-0.5518005772179586,177.0,-0.5714285714285714,-0.30612617130545483,0,Global Health Care Issues,Frailty in Older Adults,Fiscal Policy and Economic Growth,Health disparities and outcomes,"Insurance, Mortality, Demography, Risk Management",3.0,2.0,1.0,1.0,1.0,9,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,"Global Health Care Issues|Frailty in Older Adults|Fiscal Policy and Economic Growth|Health disparities and outcomes|Insurance, Mortality, Demography, Risk Management"
2025-03-25,4,157.04333333333332,-0.0147021917349841,-0.0171078046399083,7078094,167489283.0,0.0409548067192608,-0.4077639852809714,175.0,0.33333333333333326,-0.2799216994579273,0,Global Health Care Issues,Asthma and respiratory diseases,Employment and Welfare Studies,"Retirement, Disability, and Employment",,4.0,1.0,1.0,1.0,,7,1.0,0.25,0.25,0.25,,"Global Health Care Issues|Asthma and respiratory diseases|Employment and Welfare Studies|Retirement, Disability, and Employment"
2025-03-26,9,156.3,-0.0047333007874682,-0.0053529537214758,9405765,169923124.0,0.3288556213014408,0.556329443043493,179.0,1.25,-0.15131414424377188,0,Global Health Care Issues,Healthcare Systems and Reforms,Health disparities and outcomes,Climate Change and Health Impacts,Employment and Welfare Studies,9.0,5.0,2.0,1.0,1.0,24,1.0,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.1111111111111111,Global Health Care Issues|Healthcare Systems and Reforms|Health disparities and outcomes|Climate Change and Health Impacts|Employment and Welfare Studies
2025-03-27,9,156.58,0.001791426743442,-0.0169242559713886,6576090,168408367.0,-0.3008447478753722,-0.6661034478113427,181.0,0.0,-0.15131414424377188,0,Global Health Care Issues,Health disparities and outcomes,Healthcare Systems and Reforms,Global Maternal and Child Health,Global Public Health Policies and Epidemiology,9.0,3.0,2.0,1.0,1.0,19,1.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111,Global Health Care Issues|Health disparities and outcomes|Healthcare Systems and Reforms|Global Maternal and Child Health|Global Public Health Policies and Epidemiology
2025-03-28,12,155.92999999999998,-0.0041512325967558,-0.0668889886487523,6671344,166010419.0,0.014484899081369,-0.6190750066526782,181.0,0.33333333333333326,-0.07463989355356021,0,Global Health Care Issues,Healthcare Policy and Management,Healthcare Systems and Reforms,"Economic, Social, and Health Studies","Energy, Environment, Economic Growth",12.0,2.0,2.0,1.0,1.0,22,1.0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,"Global Health Care Issues|Healthcare Policy and Management|Healthcare Systems and Reforms|Economic, Social, and Health Studies|Energy, Environment, Economic Growth"
2025-03-31,25,157.21,0.0082088116462517,-0.0797023090134215,8519091,164643695.0,0.2769677294410242,0.2102268548589902,155.0,1.0833333333333335,0.2577988692441804,0,Global Health Care Issues,Healthcare Systems and Reforms,Employment and Welfare Studies,"Insurance, Mortality, Demography, Risk Management",Blood Pressure and Hypertension Studies,25.0,4.0,3.0,3.0,2.0,56,1.0,0.16,0.12,0.12,0.08,"Global Health Care Issues|Healthcare Systems and Reforms|Employment and Welfare Studies|Insurance, Mortality, Demography, Risk Management|Blood Pressure and Hypertension Studies"
2025-04-01,33,154.35666666666663,-0.0181498208341285,-0.0738981147558685,10266685,163542228.0,0.2051385529277714,0.8399678006268483,185.0,0.32000000000000006,0.45843446973999274,0,Global Health Care Issues,Health disparities and outcomes,Healthcare Systems and Reforms,"Insurance, Mortality, Demography, Risk Management",Employment and Welfare Studies,33.0,8.0,5.0,5.0,3.0,80,1.0,0.24242424242424243,0.15151515151515152,0.15151515151515152,0.09090909090909091,"Global Health Care Issues|Health disparities and outcomes|Healthcare Systems and Reforms|Insurance, Mortality, Demography, Risk Management|Employment and Welfare Studies"
2025-04-02,6,155.46333333333334,0.0071695424017967,-0.0387015158987115,6719272,161733410.0,-0.345526623247913,-0.605495884243321,187.0,-0.8181818181818181,-0.23212869608727163,0,Global Health Care Issues,"Energy, Environment, Economic Growth","Energy, Environment, and Transportation Policies",Healthcare Policy and Management,"Retirement, Disability, and Employment",6.0,1.0,1.0,1.0,1.0,10,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,"Global Health Care Issues|Energy, Environment, Economic Growth|Energy, Environment, and Transportation Policies|Healthcare Policy and Management|Retirement, Disability, and Employment"
2025-04-03,4,153.92999999999998,-0.0098629902013338,-0.0573853916282292,12130083,166302702.0,0.8052674456399442,1.4043815782512856,183.0,-0.33333333333333337,-0.275193781544442,0,Global Health Care Issues,"Birth, Development, and Health",Chronic Kidney Disease and Diabetes,Employment and Welfare Studies,Global Maternal and Child Health,4.0,1.0,1.0,1.0,1.0,11,1.0,0.25,0.25,0.25,0.25,"Global Health Care Issues|Birth, Development, and Health|Chronic Kidney Disease and Diabetes|Employment and Welfare Studies|Global Maternal and Child Health"
2025-04-04,4,145.50000000000003,-0.0547651529916192,0.0123482245131727,22798115,180088953.0,0.8794690028089667,3.3586777673317947,177.0,0.0,-0.2749739814207716,1,Global Health Care Issues,Healthcare Policy and Management,"Retirement, Disability, and Employment",Health disparities and outcomes,"Insurance, Mortality, Demography, Risk Management",4.0,2.0,2.0,1.0,1.0,10,1.0,0.5,0.5,0.25,0.25,"Global Health Care Issues|Healthcare Policy and Management|Retirement, Disability, and Employment|Health disparities and outcomes|Insurance, Mortality, Demography, Risk Management"
2025-04-07,17,144.68,-0.0056357388316152,0.0311492028384481,32194905,198113152.0,0.4121739889460158,4.1364951056490575,184.0,3.25,0.058204990965162184,1,Global Health Care Issues,Health disparities and outcomes,Employment and Welfare Studies,Healthcare Systems and Reforms,"Insurance, Mortality, Demography, Risk Management",17.0,8.0,3.0,3.0,3.0,47,1.0,0.47058823529411764,0.17647058823529413,0.17647058823529413,0.17647058823529413,"Global Health Care Issues|Health disparities and outcomes|Employment and Welfare Studies|Healthcare Systems and Reforms|Insurance, Mortality, Demography, Risk Management"
2025-04-08,16,142.95,-0.0119574232789605,0.037192491547161,21800113,209484856.0,-0.3228707151022809,2.835227292709848,192.0,-0.05882352941176472,0.029728261101037656,1,Global Health Care Issues,Healthcare Systems and Reforms,"Insurance, Mortality, Demography, Risk Management","Financial Literacy, Pension, Retirement Analysis",Global Maternal and Child Health,16.0,4.0,3.0,2.0,2.0,37,1.0,0.25,0.1875,0.125,0.125,"Global Health Care Issues|Healthcare Systems and Reforms|Insurance, Mortality, Demography, Risk Management|Financial Literacy, Pension, Retirement Analysis|Global Maternal and Child Health"
2025-04-09,15,149.44666666666666,0.0454471260347442,-0.0182896908596154,41076732,242953213.0,0.8842439945150744,4.300764641191692,202.0,-0.0625,0.0030754598479508085,0,Global Health Care Issues,Healthcare Systems and Reforms,Energy and Environment Impacts,Global Maternal and Child Health,"Health Systems, Economic Evaluations, Quality of Life",15.0,3.0,2.0,2.0,2.0,37,1.0,0.2,0.13333333333333333,0.13333333333333333,0.13333333333333333,"Global Health Care Issues|Healthcare Systems and Reforms|Energy and Environment Impacts|Global Maternal and Child Health|Health Systems, Economic Evaluations, Quality of Life"
